dataset,bundle_id,sample_idx,gt_category,gt_cosine,gt_rank,gt_representative_items
pog,13,0,664162d351ab59ea042546db288bbf7c,0.7482849535858351,9,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,13,0,de802e3a05e11e88ddd894aa58e0f4d9,0.2847051544353044,15,"[""2018秋季女鞋黑色内增高帆布鞋子新款百搭韩版厚底松糕学生小白鞋"", ""人本帆布鞋女学生韩版小白鞋女原宿百搭ulzzang休闲鞋女平底布鞋"", ""黑色红色高帮帆布鞋女韩版中学生个性透气少女板鞋原宿高腰小白鞋""]"
pog,14,1,46eacb79120159c0d446c08e1f671b0f,-0.6940011893219156,61,"[""2019春夏季女装新款 纯棉修身圆领纯白色T恤女黑短袖衫时尚上衣服"", ""日着原创【轻运动】2017夏装新款 短款百搭针织上衣白色t恤女短袖"", ""[VNOOK2019春新款]基础百搭 单穿内搭长袖侧开叉圆领T恤 女三色""]"
pog,14,1,664162d351ab59ea042546db288bbf7c,0.8070931779477193,9,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,14,1,de802e3a05e11e88ddd894aa58e0f4d9,0.49620109607393986,13,"[""2018秋季女鞋黑色内增高帆布鞋子新款百搭韩版厚底松糕学生小白鞋"", ""人本帆布鞋女学生韩版小白鞋女原宿百搭ulzzang休闲鞋女平底布鞋"", ""黑色红色高帮帆布鞋女韩版中学生个性透气少女板鞋原宿高腰小白鞋""]"
pog,20,2,126c091a8ff171f694733a624089e68a,0.6878268886075424,12,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,20,2,a6cd655d1645f38869be793d5fb194cb,0.8573048263531239,5,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,21,3,58f1ddb77bfc5576db30fa20e53111fa,0.8472632684665303,8,"[""[早晨跑]Converse Jack Purcell 匡威 开口笑 低帮皮质帆布鞋 T#"", ""Vans/范斯黑白棋盘格情侣款帆布鞋Authentic|VN0A38EMQ9B"", ""CONVERSE匡威女鞋高帮帆布鞋常青款男鞋学生情侣款休闲鞋101010""]"
pog,21,3,72b059d86956ec93bbe2ae5a6622f4bd,0.9131646067856719,2,"[""【FLAM 官方网店】嘻哈潮牌国潮 FYP印花情侣圆领宽松短袖T恤男"", ""马克华菲短袖t恤男士2019夏季新款半袖潮牌白色宽松圆领纯棉衣服T"", ""杨一帆2019夏季街头嘻哈宽松个性不规则环扣纯棉韩版条纹短袖T恤""]"
pog,26,4,a6cd655d1645f38869be793d5fb194cb,0.5468751755137062,2,"[""2018秋冬新款高腰阔腿裤牛仔裤女宽松 港味复古牛仔喇叭裤女长裤"", ""ITYOUMIO 2019夏季韩版新款宽松破洞毛须边显瘦百搭牛仔短裤"", ""红人馆显瘦牛仔裤女秋季2018新款韩版高腰宽松九分裤直筒阔腿裤子""]"
pog,26,4,bc11aa63d5a69b1b0f90c34fd2c62102,-0.04658732353285973,29,"[""雪纺衬衫女长袖韩范2018新款chic早秋上衣时尚洋气小衫女白衬衣"", ""西嘉 2018夏季新款职业通勤OL港味宽松柔软莫代尔长袖白衬衫女薄"", ""金大班占星2019春季新款法式宫廷复古白色泡泡袖衬衫文艺上衣女潮""]"
pog,28,5,2450d5bfc87a1f5b96e2837f5c87a70c,0.3240515303237865,17,"[""20199秋冬季新款女装黑色修身长裙气质打底裙中长款毛呢连衣裙"", ""威娅纪秋冬连衣裙女灯芯绒高腰大摆拖地长裙到脚踝的长款裙子"", ""2018新款女装夏装裙子碎花雪纺连衣裙中长款显瘦沙滩裙海边度假仙""]"
pog,28,5,841c8877534da01768696cd2375bab70,-0.09332069794336714,29,"[""SINCE THEN 拥抱月亮的星星choker项圈配饰颈带颈链项链女锁骨链"", ""日韩版颈链蝴蝶结淡水珍珠水晶项链脖链挂饰品锁骨链短款项圈吊坠"", ""EEKE Studio 兔子Choker项圈黑色丝绒项链女纯银吊坠颈带锁骨链""]"
pog,29,6,de802e3a05e11e88ddd894aa58e0f4d9,0.5393554009004511,12,"[""2018秋季女鞋黑色内增高帆布鞋子新款百搭韩版厚底松糕学生小白鞋"", ""人本帆布鞋女学生韩版小白鞋女原宿百搭ulzzang休闲鞋女平底布鞋"", ""黑色红色高帮帆布鞋女韩版中学生个性透气少女板鞋原宿高腰小白鞋""]"
pog,29,6,fc528592c3858f90196fbfacc814f235,0.6760593716762329,11,"[""红袖春秋新款大方后拉链风琴褶高腰百褶中长款针织半身裙潮"", ""相对纶/在路上暗橘高腰绑带复古裙半身开叉 通勤优雅中长裙包臀"", ""夏季女生银色皮裙短裙高腰背带裙街头显瘦嘻哈NANAWANG原创设计师""]"
pog,48,7,08734b0d499542a3a0ae060fb5597d09,-0.7623393906392444,67,"[""A7seven 帅气百搭短款牛仔短外套女秋季韩版宽松显瘦休闲夹克衫潮"", ""米莱达2018装新款休闲时尚飞行夹克服字母刺绣棒球服短外套秋"", ""2018冬季羊羔毛牛仔外套女加厚保暖宽松学生韩版bf风假两件连帽潮""]"
pog,48,7,fc528592c3858f90196fbfacc814f235,-0.43515552494735377,59,"[""红袖春秋新款大方后拉链风琴褶高腰百褶中长款针织半身裙潮"", ""相对纶/在路上暗橘高腰绑带复古裙半身开叉 通勤优雅中长裙包臀"", ""夏季女生银色皮裙短裙高腰背带裙街头显瘦嘻哈NANAWANG原创设计师""]"
pog,49,8,664162d351ab59ea042546db288bbf7c,0.7941640978723615,9,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,49,8,8476c833956c74092868c24514562b0b,0.8889800956475149,2,"[""粉色连帽双面羊绒大衣女2018秋冬流行新款中长款手工羊毛呢子外套"", ""双面呢羊毛大衣女中长款秋冬2018新款气质人字纹毛呢外套女赫本风"", ""冬装欧美街头宽松bf风棒球服毛呢大衣呢子外套中长款女""]"
pog,58,9,814ed433f7b89cef654140214dfdaab5,0.8948523194765372,4,"[""2019新款男鞋春季潮鞋厚底增高运动休闲鞋潮流个性百搭黄色老爹鞋"", ""椰子鞋网红同款透气老爹鞋熊猫鞋子ins超火男情侣鞋2019春季新款"", ""2018男鞋冬季新款鞋子休闲皮鞋英伦百搭韩版潮流透气板鞋小白鞋男""]"
pog,58,9,c6342df4744ae61888fa993d281972d7,0.9050725268096512,3,"[""秋季日系街头复古原宿风个性工装嘻哈日本男古着宽松衬衣潮牌男女"", ""男士纯棉牛仔水洗衬衣懂加绒加厚保暖纯色外套日系韩保暖内搭潮H"", ""GXG男装 2017冬季新款潮流免烫衬衣白色长袖衬衫男#174803315""]"
pog,63,10,126c091a8ff171f694733a624089e68a,0.2992265559881387,21,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,63,10,2637918fb4c6fbe3432dab045d841406,-0.08529961593139213,33,"[""皮带女真皮针扣休闲简约百搭细裤带复古手工穿线装饰头层牛皮腰带"", ""腰带女bf风简约百搭装饰连衣裙韩版金属爱心环皮带学生牛仔裤带黑"", ""卜柯文官方女士红色复古宫廷风腰带新品chrisbychristopherbu""]"
pog,64,11,03bfc1d4783966c69cc6aef8247e0103,0.9617750792154283,1,"[""NOTHOMME日系潮牌破洞割破黑色休闲裤男装修身锥形裤长裤ifashion"", ""不再上架修身男工装秋冬季百搭休闲小脚长裤S|217114515"", ""ifashion男裤子嘻哈伦裤小脚休闲裤男宽松多袋工装裤潮束脚裤D44""]"
pog,64,11,ecff24c1d93157b5c20fd73bb31faced,0.9046382818429894,4,"[""NOTHOMME日系潮牌圆领套头卫衣男款简约刺绣清新文艺上衣ifashion"", ""男道撞色刺绣加绒卫衣男连帽秋冬新款加厚保暖帽衫情侣休闲外套潮"", ""速写男装春季棒球服版型针织休闲卫衣外套9G723138""]"
pog,66,12,126c091a8ff171f694733a624089e68a,0.763975608413688,10,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,66,12,664162d351ab59ea042546db288bbf7c,0.8070931779477193,9,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,77,13,126c091a8ff171f694733a624089e68a,0.5194262865472059,3,"[""网红羊羔毛豆豆鞋女冬季加绒2018新款毛毛绒白色棉鞋一脚蹬毛毛鞋"", ""2019新款春秋鞋平底鞋软底真皮女鞋百搭舒适韩版平跟皮鞋大码单鞋"", ""刘亦菲唐嫣同款交叉绑带单鞋女平底百搭韩版裸色尖头中空黑色凉鞋""]"
pog,77,13,664162d351ab59ea042546db288bbf7c,0.48213222059456184,5,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,77,13,8476c833956c74092868c24514562b0b,0.0040347027639083335,36,"[""粉色连帽双面羊绒大衣女2018秋冬流行新款中长款手工羊毛呢子外套"", ""双面呢羊毛大衣女中长款秋冬2018新款气质人字纹毛呢外套女赫本风"", ""冬装欧美街头宽松bf风棒球服毛呢大衣呢子外套中长款女""]"
pog,78,14,022ab423f035b47ac0af5046c51ed093,0.6572421451003105,6,"[""忠犬小八2018秋冬季新品半高领套头长袖毛衣女宽松韩版上衣打底衫"", ""九月陌墨 2019春季新款女装复古刺绣中长针织开衫女 宽松毛衣外套"", ""大喜自制 秋冬新款套头镂空手工编织宽松毛衣长袖百搭v领纯色外套""]"
pog,78,14,fc528592c3858f90196fbfacc814f235,0.5999128176867721,12,"[""红袖春秋新款大方后拉链风琴褶高腰百褶中长款针织半身裙潮"", ""相对纶/在路上暗橘高腰绑带复古裙半身开叉 通勤优雅中长裙包臀"", ""夏季女生银色皮裙短裙高腰背带裙街头显瘦嘻哈NANAWANG原创设计师""]"
pog,80,15,3e600277f4bf92983bf6fcb0ac09e0d7,0.8249890084578626,8,"[""famous 2018秋季新款高腰休闲宽松灰色针织阔腿裤女"", ""欧可芮 时髦复古格纹高腰直筒长裤修身通勤铅笔西裤小脚裤女秋冬"", ""&amp;[KZ116836AL] 笑涵阁轻松一字马 强弹力裤脚毛须开衩休闲铅笔裤""]"
pog,80,15,c6ba1690407cbd175f036694488a914e,0.8141151519446154,9,"[""Designer Plus 卫衣2019新款女春长袖宽松学院风撞色拼接连帽上衣"", ""迷阵秋季新款民族风印花上衣外套显瘦春秋长袖连帽套头短款卫衣女"", ""MG小象白色心机卫衣女chic夏季新款韩版宽松长袖V领学生休闲上衣""]"
pog,85,16,664162d351ab59ea042546db288bbf7c,0.8737205720490377,1,"[""凯莉包小真皮包包女包2019新款单肩斜挎手提包白色时尚大容量大包"", ""无香原创 净心花 古风禅意手工手绘棉麻帆布包包中国风女士单肩包"", ""真皮手提女包韩版时尚2019新款夏天牛皮单肩包女士斜挎大容量包包""]"
pog,85,16,8476c833956c74092868c24514562b0b,0.7877584570385481,8,"[""粉色连帽双面羊绒大衣女2018秋冬流行新款中长款手工羊毛呢子外套"", ""双面呢羊毛大衣女中长款秋冬2018新款气质人字纹毛呢外套女赫本风"", ""冬装欧美街头宽松bf风棒球服毛呢大衣呢子外套中长款女""]"
